flyer_name,product_name,unit_promo_price,uom,least_unit_for_promo,save_per_unit,discount,organic
week_25_page_1,Spiral Hams,4.99,lb,1,2,0.29,0
week_25_page_1,Fresh Hop,9.99,lb,1,5,0.33,0
week_25_page_1,Organic Broccoli,1.99,lb,1,2,0.5,1
week_25_page_1,Hass Avocados,0.99,,1,0.5,0.34,0
week_25_page_1,Organic Navel Oranges,1.99,lb,1,1,0.33,1
week_25_page_1,One Bun,1.99,lb,1,0.5,0.2,0
week_25_page_1,All Catering Trays,,,1,,0.1,0
week_25_page_1,Napa Chicken Salad,6.99,lb,1,4,0.36,0
week_25_page_1,Essential Oils & Essential Oil Blends,,0.25-0.5 oz,1,1,0.2,0
week_25_page_1,Essential Oils & Essential Oil Blends,3.99,0.25-0.5 oz,1,1,0.2,0
week_25_page_2,Organic Whole Kernel Coconut Oil,14.99,30 oz,1,5,0.25,1
week_25_page_2,Organic Whole Kernel Coconut Oil,3.99,30 oz,1,1.5,0.27,1
week_25_page_2,Sparkling Ciders,3.5,25.4 oz,1,2.98,,0
week_25_page_2,Bulk Body Care,,,1,,,0
week_25_page_2,Sodas & Root Beers,,4 Pack,1,,,0
week_25_page_2,Golden Monkey & Sour Monkey,,,1,,,0
week_25_page_2,King Salmon Fillets,,,1,,,0
week_25_page_2,Kettle Chips,,13 oz,1,,,0
week_25_page_2,Frozen Mini Quiches,,Fr oz,1,,,0
week_25_page_2,Unfiltered Spanish Extra Virgin Olive Oil,,,1,,,0
week_25_page_2,French Bar Soaps,,7 oz,1,,,0
week_25_page_2,Extra Lean Stew,,14.1 oz,1,,,0
week_25_page_2,Organic Frozen Riced Vegetables,,Fr oz,1,,,1
week_25_page_3,Roasted Brussels Sprouts with Garlic,8.99,lb,1,1,0.1,0
week_25_page_3,House-Made Roast Beef,8.99,lb,1,1,0.1,0
week_25_page_3,Party Dips & Spreads,6.99,lb,1,2,0.22,0
week_25_page_3,Maple Honey Ham,9.99,lb,1,2,0.17,0
week_25_page_3,Original Chicken Salad,5.99,1 Pack,1,1,0.14,0
week_25_page_3,8-Pack Mini Croissants,4.99,1 Pack,1,1,0.17,0
week_25_page_3,8-Inch & Quarter Sheet Cakes,8.99,lb,1,1,0.1,0
week_25_page_3,8-Inch Round & Custom Sheet Cakes,19.99,,1,1,0.05,0
week_25_page_3,Black Elderberry Syrup,,,1,,0.2,0
week_25_page_3,Toys,499-$29.99,,1,,,0
week_25_page_3,BRAND WIDE SALE,,,1,,0.3,0
week_25_page_3,The Robin Cheese,,Original bag,1,1.98,0.5,0
week_25_page_4,Real Blue Crab Dips,5,5 oz,1,1.98,,0
week_25_page_4,Whole Beef Tenderloins,,,1,,,0
week_25_page_4,Fresh Hop,,,1,,,0
week_25_page_4,Cheese Shreds & Slices,,Nets oz,1,,,0
week_25_page_4,Organic Celery,,,1,,,1
week_25_page_4,5 lb. Box Clementines,,,1,,,0
week_25_page_4,Salad,,5 oz,1,,,0
week_25_page_4,Organic Zucchini & Yellow Squash,,,1,,,1
week_25_page_4,3 lb. Bag Organic Gala Apples,,lb. bag,1,,,1
week_25_page_4,Celebration Beer,,6 Pack,1,,,0
week_25_page_4,Beer Sale,,6 Pack,1,,,0
week_25_page_4,Iridescent Coffee,,12 oz,1,,,0
week_25_page_4,Queen's Edition Blue Stilton,,,1,,,0
week_25_page_4,Celebration Beer,,6 Pack,1,,,0
week_25_page_4,Salad,,5 oz,1,,,0
week_26_page_1,Maine Lobster Tails,5,,1,,,0
week_26_page_1,Filet Mignon ,5,,1,,,0
week_26_page_1,Boneless Pork Roast ,4.99,lb,1,,,0
week_26_page_1,Strawberries ,3.99,,1,,,0
week_26_page_1,All Catering Trays ,,,1,,,0
week_26_page_1,Cranberry Pecan Chicken Salad,6.99,lb,1,,,0
week_26_page_1,Organic Green Kale ,0.99,,1,,,1
week_26_page_1,Hass Avocados ,0.99,,1,,,0
week_26_page_1,Cooked Shrimp ,9.99,lb,1,,,0
week_26_page_1,Organic Florida Orange Juice ,5.99,,1,,,1
week_26_page_1,All Sparkling Wine ,,,1,,,0
week_26_page_2,Egg Nog,3.5,1 quart,2,0.98,,0
week_26_page_2,Bulk Body Care,,1 quart,1,,,0
week_26_page_2,Sparkling Ciders,3.5,25.4 oz,2,,,0
week_26_page_2,Kombucha,2.5,12.2-16 oz,2,,,0
week_26_page_2,Icelandic Style Yogurt,,5.3 oz,1,,,0
week_26_page_2,Crackers,3,4-5 oz,2,,,0
week_26_page_2,Restaurant Style Tortilla Chips,2.5,10-11 oz,2,,,0
week_26_page_2,Pollinator friendly almond butter,5.99,lb,1,,,0
week_26_page_2,Organic Peanut Butter,4.99,16 oz,1,,,1
week_26_page_2,Organic Kids Cereal,3.49,10.6 oz,1,,,1
week_26_page_2,Organic Conserves,,16.5-17.5 oz,1,,,1
week_26_page_2,Frozen Pizza,,10-18.5 oz,1,,,0
week_26_page_2,Restaurant Style Tortilla Chips,,10-11 oz,1,,,0
week_26_page_2,Icelandic Style Yogurt,0.8,5.3 oz,4,,,0
week_26_page_3,Lemonade,3.5,8 oz,1,0.98,,0
week_26_page_3,Party Dips & Spreads,,,1,,,0
week_26_page_3,Kale Lemonade,,12 oz,1,,,0
week_26_page_3,Garden Herb & Old Fashioned Potato Salad,,16 oz,1,,,0
week_26_page_3,Pretzel Bites,,4 oz,1,,,0
week_26_page_3,Malbec,12.99,750 ml,1,,,0
week_26_page_3,"Facial, Body, & Hair Care",,,1,,,0
week_26_page_3,Original Chicken Salad,,6 pack,1,,,0
week_26_page_3,BRAND WIDE SALE,,,1,,,0
week_26_page_3,Country Style Pork Ribs,,,1,,,0
week_26_page_3,Crispy Chicken Salad,,9 oz,1,,,0
week_26_page_3,Applewood Smoked Ham,,,1,,,0
week_26_page_3,Bagels,3,,2,0.99,,0
week_26_page_4,New York Strips,5.99,lb,1,4,0.4,0
week_26_page_4,Salsa & Guacamole,,,1,1,,0
week_26_page_4,Wild Alaska Cod Fillets,11.99,lb,1,2,0.14,0
week_26_page_4,Organic Navel Oranges,1.99,lb,1,1,0.33,1
week_26_page_4,Organic Broccoli,1.99,lb,1,2,0.5,1
week_26_page_4,Wild Alaska Cod Fillets,11.99,lb,1,3,0.2,0
week_26_page_4,Organic Blueberries,3.99,Half Pint,1,1.5,0.27,1
week_26_page_4,Fresh Hop,3.99,lb,1,2,0.33,0
week_26_page_4,Alaska Cod Cakes,2.5,3 oz,4,,,0
week_26_page_4,2 lb. Bag Organic Lemons,4.99,lb. bag,1,2,,1
week_26_page_4,Hot Smoked Salmon Fillets,5.99,4 oz,1,,,0
week_26_page_4,All Bacon,4.99,lb,1,,,0
week_26_page_4,Organic 3 lb. Bag Gala Apples,2.49,lb,1,0.5,0.17,1
week_27_page_1,Fresh Hop,10.99,lb,1,4,0.27,0
week_27_page_1,Organic Honeycrisp Apples,3.49,lb,1,1,0.22,1
week_27_page_1,Organic Green Kale,0.99,,1,1.51,0.6,1
week_27_page_1,Ground Chuck,3.99,lb,1,3.5,0.47,0
week_27_page_1,Original Chicken Salad,6.99,lb,1,4,0.36,0
week_27_page_1,New York Strips,4.99,lb,1,5,0.5,0
week_27_page_1,Chicken Breast,5.99,lb,1,3,0.33,0
week_27_page_1,Salad Bar,4.99,lb,1,,,0
week_27_page_1,Salad Bar,6.99,lb,1,,,0
week_27_page_1,Grass Fed Whey Powder,20.99,30 serving,1,9,0.3,0
week_27_page_1,Grass Fed Whey Powder,8.99,lb,1,4,0.31,0
week_27_page_1,Kombucha,2.5,16 oz,1,1.98,,0
week_27_page_1,Strips & Ribeyes,,,1,,,0
week_27_page_2,3 lb. Bag Clementines,2,1.83 oz,1,0.98,,0
week_27_page_2,3 lb. Bag Clementines,,8 Pack,1,,,0
week_27_page_2,Almond & Cashew Milks,,Half gallon,1,,,0
week_27_page_2,Frozen Foods,,Fr oz,1,,,0
week_27_page_2,Ginger Brew,,Tea bag,1,,,0
week_27_page_2,Boomchikapop,,4-4.7 oz,1,,,0
week_27_page_2,Ginger Brew,,6 Pack,1,,,0
week_27_page_2,Herbal Tea,,,1,,,0
week_27_page_2,BRAND WIDE SALE,,,1,,,0
week_27_page_2,BRAND WIDE SALE,,,1,,,0
week_27_page_2,Ultimate Flora,,,1,,,0
week_27_page_2,Boomchikapop,,4-4.7 oz,1,,,0
week_27_page_2,Egg Nog,,1.83 oz,1,,,0
week_27_page_3,Healthy Meals On-The-Go,,,1,1,,0
week_27_page_3,Snackables & Samplers,,12 oz,1,1,,0
week_27_page_3,Kale Caesar Salad,3.99,8 oz,1,1,0.2,0
week_27_page_3,4 lb. Bag Organic Valencia Oranges,6.99,14 oz,1,1,0.13,1
week_27_page_3,10-Pack Mini Cookies,3,,1,2.98,,0
week_27_page_3,All Bulk Items,,,1,,,0
week_27_page_3,Big Tomato,,,1,,,0
week_27_page_3,8-Pack Mini Croissants,,,1,,,0
week_27_page_3,Gluten-Free Loaf Bread,,14.1 oz,1,,,0
week_27_page_3,The Robin Cheese,,,1,,,0
week_27_page_3,Coffee Blends,,10 oz,1,,,0
week_27_page_3,Brut,,750 ml,1,,,0
week_27_page_3,Brut,,750 ml,1,,,0
week_27_page_3,Coffee Blends,,10 oz,1,,,0
week_27_page_4,Wild Alaska Cod Fillets,0.99,lb,1,4,0.8,0
week_27_page_4,Wild Alaska Cod Fillets,3.99,lb,1,4,0.5,0
week_27_page_4,Fresh Hop,2.99,lb,1,0.5,0.14,0
week_27_page_4,Maryland Crab Cakes,2.5,3 oz,1,5.96,,0
week_27_page_4,Spry Gum & Mints,,,1,,,0
week_27_page_4,Spry Gum & Mints,,,1,,,0
week_27_page_4,Salad Dressing,,9.5 oz,1,,,0
week_27_page_4,Facial Care,,,1,,,0
week_27_page_4,Lunch Meats,,7 oz,1,,,0
week_27_page_4,All Bacon,,,1,,,0
week_27_page_4,Organic Navel Oranges,,,1,,,1
week_27_page_4,Organic Broccoli,,,1,,,1
week_27_page_4,Organic Zucchini & Yellow Squash,,,1,,,1
week_27_page_4,2 lb. Bag Organic Lemons,,lb. bag,1,,,1
week_27_page_4,Blackberries,,,1,,,0
week_28_page_1,Organic Green Kale,0.99,,1,1.51,0.6,1
week_28_page_1,Ground Chuck,3.99,lb,1,1,0.2,0
week_28_page_1,Wild Alaska Cod Fillets,9.99,lb,1,5,0.33,0
week_28_page_1,1 lb. Strawberries & Half Pint Strawberries,,Half Pint,1,4.99,0.5,0
week_28_page_1,Greek Yogurt,,5.3 oz,1,,,0
week_28_page_1,Grass Fed Whey Powder,,,1,,,0
week_28_page_1,High HO Alkanized Ionized Water,,,1,,,0
week_28_page_1,Hass Avocados,,,1,,,0
week_28_page_1,Teriyaki Cobia,,6 oz,1,,,0
week_28_page_1,Teriyaki Cobia,,6 oz,1,,,0
week_28_page_1,Teriyaki Cobia,,4 oz,1,,,0
week_28_page_1,Wild Alaska Cod with Butter,,4 oz,1,,,0
week_28_page_1,Wild Cod Fillets,,6 oz,1,,,0
week_28_page_1,Chilean Sea Bass,,6 oz,1,,,0
week_28_page_1,Chilean Sea Bass with Butter,,6 oz,1,,,0
week_28_page_2,Flavored Cottage Cheese,1,5.3 oz,1,2.45,,0
week_28_page_2,Natural Calm Magnesium Support,,5.3 oz,1,,,0
week_28_page_2,Traditional Mashed Potatoes,,,1,,,0
week_28_page_2,Tortilla Chips,,5.5-16 oz,1,,,0
week_28_page_2,Organic Grade A Pasture Raised Large Eggs,,D oz,1,,,1
week_28_page_2,Bulk Body Care,,6 Pack,1,,,0
week_28_page_2,Bulk Body Care,,,1,,,0
week_28_page_2,Simmer Sauce,,7 oz,1,,,0
week_28_page_2,English Muffins,,4 Pack,1,,,0
week_28_page_2,Fig Newmans,,14.5-15 oz,1,,,0
week_28_page_2,Fig Newmans,,14.5-15 oz,1,,,0
week_28_page_2,Natural Calm Magnesium Support,,,1,,,0
week_28_page_2,Kombucha,,16 oz,1,,,0
week_28_page_2,6 oz. Scottish Salmon Fillets,,6 Pack,1,,,0
week_28_page_3,Juice,.$5,20 oz,1,2,,0
week_28_page_3,Red Sunset Juice,,12 oz,1,1,,0
week_28_page_3,Energy Seed Salad,3,10 oz,1,1,0.25,0
week_28_page_3,Energy Seed Salad,3.99,10 oz,1,1,,0
week_28_page_3,One Bun,,11.2-21 oz,1,,,0
week_28_page_3,One Bun,,11.2-21 oz,1,,,0
week_28_page_3,5-Pack Cookies,,,1,,,0
week_28_page_3,5-Pack Cookie Sandwiches,,,1,,,0
week_28_page_3,8-Inch Round & Custom Sheet Cakes,,,1,,,0
week_29_page_1,Organic Green Kale,0.99,,1,1.51,0.6,1
week_29_page_1,1 lb. Strawberries & Half Pint Strawberries,,Half Pint,1,4.99,0.5,0
week_29_page_1,Wild Alaska Cod Fillets,,Fr oz,1,,,0
week_29_page_1,Sumo Mandarins,,,1,,,0
week_29_page_1,Honeycrisp Apples,,,1,,,0
week_29_page_1,Fresh Hop,,,1,,,0
week_29_page_1,Blackened Chicken Salad,,,1,,,0
week_29_page_1,Grass Fed Whey Powder,,,1,,,0
week_29_page_2,Yogurt,2,8 oz,1,0.58,,0
week_29_page_2,Kettle Chips,,4.2 oz,1,,,0
week_29_page_2,Smart Water,,,1,,,0
week_29_page_2,Chickbean Crisps,,3.5 oz,1,,,0
week_29_page_2,Canned Tomatoes,,14.5 oz,1,,,0
week_29_page_2,Frozen Fries,,Fr oz,1,,,0
week_29_page_2,Mac & Cheese,,5.25-6 oz,1,,,0
week_29_page_2,Bar Soap,,2.2-2.5 oz,1,,,0
week_29_page_2,Sharp Cheddar,,,1,,,0
week_29_page_2,Fast Forward,,12 oz,1,,,0
week_29_page_2,Chicken Breast,,750 ml,1,,,0
week_29_page_2,Smart Water,,,1,,,0
week_29_page_2,Chicken Breast,,750 ml,1,,,0
week_29_page_2,Mac & Cheese,,5.25-6 oz,1,,,0
week_29_page_3,Blackened Chicken Salad Wrap,5.99,,1,1,0.14,0
week_29_page_3,Go Go Geen Juice,,12 oz,1,1,,0
week_29_page_3,Hummus,3,10 oz,1,2.98,,0
week_29_page_3,Chicken Parmesan Scaloppini,,,1,,,0
week_29_page_3,Vegan Mock Chicken Salad,,,1,,,0
week_29_page_3,Granola,,,1,,,0
week_29_page_3,4-Pack Muffins,,,1,,,0
week_29_page_3,8-Pack Mini Croissants,,,1,,,0
week_29_page_3,BRAND WIDE SALE,,,1,,,0
week_29_page_3,BRAND WIDE SALE,,,1,,,0
week_29_page_3,Grass Fed Whey Powder,,12 serving,1,,,0
week_29_page_3,Facial Care,,,1,,,0
week_29_page_4,Wild Alaska Cod Fillets,11.99,lb,1,3,0.2,0
week_29_page_4,3 lb. Bag Organic Gala Apples,4.99,lb. bag,1,2,,1
week_29_page_4,Organic Navel Oranges,1.99,lb,1,1.5,0.43,1
week_29_page_4,Alaska Cod Cakes,2.5,3 oz,4,,,0
week_29_page_4,Organic Zucchini & Yellow Squash,1.99,lb,1,1,0.33,1
week_29_page_4,2 lb. Bag Organic Lemons,4.99,lb. bag,1,2,,1
week_29_page_4,Fresh Hop,2.99,lb,1,1,0.25,0
week_29_page_4,Organic Cucumbers,1.5,,1,1,,1
week_29_page_4,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_29_page_4,Fresh Hop,,Fr oz,1,,,0
week_29_page_4,Romaine Hearts,,,1,,,0
week_29_page_4,Packaged Bacon,,Fare Pack,1,,,0
week_29_page_4,Organic Cucumbers,,,1,,,1
week_30_page_1,4 lb. Bag Organic Valencia Oranges,,lb. bag,1,7.99,0.5,1
week_30_page_1,Salads,,0.5 oz,1,,,0
week_30_page_1,Fresh Hop,,,1,,,0
week_30_page_1,Grass Fed Whey Powder,,,1,,,0
week_30_page_1,Chicken Breast,,,1,,,0
week_30_page_1,Wild Alaska Cod Fillets,,,1,,,0
week_30_page_1,Zero Calorie Soda,,6 Pack,1,,,0
week_30_page_1,ECOS Liquid Laundry Detergent,,100 oz,1,,,0
week_30_page_2,Kombucha,,14 oz,1,3.69,0.5,0
week_30_page_2,Organic Apple Cider Vinegar,,16 oz,1,,,1
week_30_page_2,Boomchickapop,,4.5-7 oz,1,,,0
week_30_page_2,Nutritional Bars,,1.24-1.7 oz,1,,,0
week_30_page_2,Chocolate Bars,,3 oz,1,,,0
week_30_page_2,Bulk Body Care,,,1,,,0
week_30_page_2,Restaurant Style Tortilla Chips,,10-11 oz,1,,,0
week_30_page_2,Organic Cereal & Cereal Bars,,6.2-13.25 oz,1,,,1
week_30_page_3,Organic Soup Cups,,16 oz,1,5.99,0.5,1
week_30_page_3,Organic Hommus,,8 oz,1,,,1
week_30_page_3,Egg Rolls & Spring Rolls,,,1,,,0
week_30_page_3,4-Pack Cupcakes,,,1,,,0
week_30_page_3,Grilled Chicken Caesar Salad,,7 oz,1,,,0
week_30_page_3,One Bun,,21 oz,1,,,0
week_30_page_3,Morning Rounds & Snacking Rounds,,12.7 oz,1,,,0
week_30_page_4,Body Lotions & Shower Gels,,13 oz,1,12.99,0.5,0
week_30_page_4,Shampoo,,8.5 oz,1,,,0
week_30_page_4,Salami,,6 oz,1,,,0
week_30_page_4,Pasta,,9 oz,1,,,0
week_30_page_4,Lunch Meats,,7 oz,1,,,0
week_30_page_4,5 lb. Bag Organic Russet Potatoes,,Ib. bag,1,,,1
week_30_page_4,3 lb. Bag Organic Gala Apples,,lb. bag,1,,,1
week_31_page_1,Grass Fed Whey Powder,1,lb. Pack,1,9.99,0.91,0
week_31_page_1,Grass Fed Whey Powder,0.99,lb,1,4,0.8,0
week_31_page_1,Organic Navel Oranges,1.49,lb,1,1,0.4,1
week_31_page_1,Wild Alaska Cod Fillets,0.99,lb,1,5,0.83,0
week_31_page_1,Honeycrisp Apples,6.99,lb,1,1.5,,0
week_31_page_1,Hass Avocados,1.25,,1,0.96,,0
week_31_page_1,Sumo Mandarins,,,1,,,0
week_31_page_1,Honeycrisp Apples,,,1,,,0
week_31_page_1,New York Strips,,15 can,1,,,0
week_31_page_1,Cranberry Pecan Chicken Salad,,,1,,,0
week_31_page_1,Organic Broccoli,,,1,,,1
week_31_page_2,Soda,2.5,6 Pack,1,2.98,,0
week_31_page_2,Organic Kombucha,,12 oz,1,,,1
week_31_page_2,Protein Bars,,2.4 oz,1,,,0
week_31_page_2,Sour Cream,,14-16 oz,1,,,0
week_31_page_2,Greek Yogurt Flips,,5.3 oz,1,,,0
week_31_page_2,Shredded Cheese,,7-8 oz,1,,,0
week_31_page_2,Bulk Body Care,,,1,,,0
week_31_page_2,Organic Salsa,,15.5-16 oz,1,,,1
week_31_page_2,Franks in Puff Pastry,,7 oz,1,,,0
week_31_page_2,Chocolate Bars,,3 oz,1,,,0
week_31_page_2,Alkaline Electrolyte Water,,,1,,,0
week_31_page_2,Sparkling Water,,12 Pack,1,,,0
week_31_page_2,Sparkling Water,,12 Pack,1,,,0
week_31_page_2,Greek Yogurt Flips,,5.3 oz,1,,,0
week_31_page_2,Chocolate Bars,,3 oz,1,,,0
week_31_page_3,Organic Celery,2,,1,1.98,,1
week_31_page_3,Red & Green Seedless Grapes,,,1,,,0
week_31_page_3,Organic Blueberries,,Half Pint,1,,,1
week_31_page_3,2 lb. Bag Organic Lemons,,lb. bag,1,,,1
week_31_page_3,Applewood Smoked Turkey,,,1,,,0
week_31_page_3,Hummus,,10 oz,1,,,0
week_31_page_3,New Zealand Sharp Cheddar,,,1,,,0
week_31_page_3,Organic Hamburger & Hotdog Buns,,8 Pack,1,,,1
week_31_page_3,4-Pack Cupcakes,,,1,,,0
week_31_page_3,Makeup,,,1,,,0
week_31_page_3,BRAND WIDE SALE,,,1,,,0
week_31_page_3,Black Elderberry Syrup,,3 oz,1,,,0
week_31_page_4,Fresh Hop,2.99,lb,1,1,0.25,0
week_31_page_4,Chicken Wing Buckets,99/Buck.et,,1,,,0
week_31_page_4,Fresh Hop,4.99,lb,1,3,0.38,0
week_31_page_4,Salsa & Guacamole,,,1,1,,0
week_31_page_4,Organic Tortilla Chips,2.49,9 oz,1,0.5,0.17,1
week_31_page_4,NY Strip Steak,10.99,lb,1,6,0.35,0
week_31_page_4,Maryland Crab Cakes,2.5,3 oz,1,5.96,,0
week_31_page_4,Wild Alaska Cod Fillets,,,1,,,0
week_31_page_4,House Made Chicken Kabobs,,,1,,,0
week_31_page_4,Take & Bake Pizza,,,1,,,0
week_31_page_4,18-Inch Hot Pizza,,,1,,,0
week_32_page_1,1 lb. Strawberries & Half Pint Strawberries,14.99,D oz,1,5,0.25,0
week_32_page_1,Wild Alaska Cod Fillets,.$5,3-4 oz,1,4.99,,0
week_32_page_1,Grass Fed Whey Powder,.$5,7-8 oz,1,3.99,,0
week_32_page_1,Organic Blueberries,,Half Pint,1,4.99,0.5,1
week_32_page_1,Chocolate Dipped Strawberries,,,1,,,0
week_32_page_1,Fresh Hop,,,1,,,0
week_32_page_1,Asparagus,,,1,,,0
week_32_page_1,Strawberries,,,1,,,0
week_32_page_1,Sparkling Strawberry Wine,,750 ml,1,,,0
week_32_page_1,Roses Bouquet,14.99,1 Dozen,1,5,0.25,0
week_32_page_2,Greek Salad,1.5,5.3 oz,1,0.58,,0
week_32_page_2,Soda,,12 oz,1,,,0
week_32_page_2,Ice Cream,,1 Pint,1,,,0
week_32_page_2,Chocolate Bars,,3.2 oz,1,,,0
week_32_page_2,Organic Restaurant Style Tortilla Chips,,10-11 oz,1,,,1
week_32_page_2,Sparkling Mineral Water,,25.3 oz,1,,,0
week_32_page_2,Salted & Unsalted Deluxe Roasted Mixed Nuts,,,1,,,0
week_32_page_2,Bulk Body Care,,,1,,,0
week_32_page_2,Nordic Berries & Assorted Gummies,,,1,,,0
week_32_page_2,Ultimate Flora Go Pack,,Go Pack,1,,,0
week_32_page_2,Hand Cream,,,1,,,0
week_32_page_2,BRAND WIDE SALE,,,1,,,0
week_32_page_2,Organic Restaurant Style Tortilla Chips,,10-11 oz,1,,,1
week_32_page_2,Chocolate Bars,,3.2 oz,1,,,0
week_32_page_3,Baguette Sandwich,4.99,hormones. bag,1,1,0.17,0
week_32_page_3,Original Chicken Salad,6.99,lb,1,4,0.36,0
week_32_page_3,Organic Hummus,2.99,8 oz,1,1,0.25,1
week_32_page_3,Dips,3.99,8 oz,1,1,0.2,0
week_32_page_3,Kale Caesar Salad,3.99,8 oz,1,1,0.2,0
week_32_page_3,signature Chicken Tortilla Soup,8.99,lb,1,1,0.1,0
week_32_page_3,5-Pack Cookies,4.99,1 Pack,1,1,0.17,0
week_32_page_3,4-Inch Cakes,8.99,,1,1,0.1,0
week_32_page_3,Chocolate Raspberry Indivdual Cupcakes,2.5,,1,0.98,,0
week_32_page_3,Cookies By The Pound,,,1,,,0
week_32_page_3,Loaf Bread,,22 oz,1,,,0
week_32_page_3,4-Pack Croissants,,,1,,,0
week_32_page_3,Chocolate Raspberry Indivdual Cupcakes,,,1,,,0
week_32_page_4,Chicken Rollers,3.5,7 oz,1,0.98,,0
week_32_page_4,Grass Fed Whey Powder,,,1,,,0
week_32_page_4,NY Strip Steak,,,1,,,0
week_32_page_4,Organic Broccoli,,,1,,,1
week_32_page_4,Ground Chuck,,,1,,,0
week_32_page_4,Wild Alaska Cod Fillets,,Fr oz,1,,,0
week_32_page_4,Hass Avocados,,,1,,,0
week_32_page_4,Sumo Mandarins,,,1,,,0
week_32_page_4,Non-GMO Honeycrisp Apples,,,1,,,0
week_32_page_4,6 oz. Scottish Salmon Fillets,,6 Pack,1,,,0
week_32_page_4,Red & Green Seedless Grapes,,750 ml,1,,,0
week_32_page_4,Le Cremeaux cave Aged Alpine Cheese,,,1,,,0
week_33_page_1,Chicken Breast,2.99,lb,1,3,0.5,0
week_33_page_1,Organic 3 lb. Bag Gala Apples,,Half Pint,1,4.99,0.5,1
week_33_page_1,Frozen Pizza,,Fr oz,1,,,0
week_33_page_1,NY Strip Steak,,,1,,,0
week_33_page_1,Ground Chuck,,,1,,,0
week_33_page_1,Wild Alaska Cod Fillets,,Fr oz,1,,,0
week_33_page_1,Strawberries,,,1,,,0
week_33_page_1,Sumo Mandarins,,,1,,,0
week_33_page_1,Napa Chicken Salad,,,1,,,0
week_33_page_1,Strawberries,,,1,,,0
week_33_page_2,Nutritional Bars,1.333333333,1.2-1.4 oz,1,1.38,,0
week_33_page_2,Yogurt,,1 quart,1,,,0
week_33_page_2,Organic Whole Kernel Coconut Oil,,30 oz,1,,,1
week_33_page_2,Organic Canned Soups,,14.1-14.5 oz,1,,,1
week_33_page_2,Crackers,,3.5-8 oz,1,,,0
week_33_page_2,Chips,,5 oz,1,,,0
week_33_page_2,Herbal Teas,,,1,,,0
week_33_page_2,Chocolate,,4.7 oz,1,,,0
week_33_page_2,Organic Tofu,,12-14 oz,1,,,1
week_33_page_2,Spray Oils,,5 oz,1,,,0
week_33_page_2,Bath Tissue,,4 Pack,1,,,0
week_33_page_2,Chips,,5 oz,1,,,0
week_33_page_2,Crackers,,3.5-8 oz,1,,,0
week_33_page_2,Organic Canned Soups,,14.1-14.5 oz,1,,,1
week_33_page_3,Healthy Meals On-The-Go,,,1,1,,0
week_33_page_3,Acai Bowls,4.99,12 oz,1,1,0.17,0
week_33_page_3,Organic Hommus,3,8 oz,1,2.98,,1
week_33_page_3,Energy Seed Salad,,7 oz,1,,,0
week_33_page_3,Indian Meals On-The-Go,,16 oz,1,,,0
week_33_page_3,Maple Honey Ham,,,1,,,0
week_33_page_3,10-Pack Mini Cookies,,,1,,,0
week_33_page_3,4 lb. Bag Organic Valencia Oranges,,4 Pack,1,,,1
week_33_page_3,Sprouted Loaf Bread,,24 oz,1,,,0
week_33_page_3,Two-Hearted Ale,,6 Pack,1,,,0
week_33_page_3,Cheese Slices,,8 oz,1,,,0
week_33_page_3,Organic Peru Coffee,,12 oz,1,,,0
week_33_page_4,Chicken Rollers,3.5,7 oz,1,0.98,,0
week_33_page_4,Wild Alaska Cod Fillets,,,1,,,0
week_33_page_4,House Made Chicken Kabobs,,,1,,,0
week_33_page_4,Hass Avocados,,,1,,,0
week_33_page_4,Organic Navel Oranges,,,1,,,1
week_33_page_4,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_33_page_4,Turmeric Supreme Extra Strength,,per capsule,1,,,0
week_33_page_4,Natural Calm Magnesium Support,,5 Pack,1,,,0
week_33_page_4,Organic Zucchini & Yellow Squash,,,1,,,1
week_33_page_4,Teriyaki Cobia,,6 oz,1,,,0
week_33_page_4,Wild Cedar Plank Salmon,,6 oz,1,,,0
week_33_page_4,Scottish Bourbon Salmon,,6 oz,1,,,0
week_33_page_4,Wild Cedar Plank Salmon,,6 oz,1,,,0
week_33_page_4,Norwegian Steelhead Trout,,4 oz,1,,,0
week_33_page_4,Wild Alaska Cod Fillets,,6 oz,1,,,0
week_33_page_4,Hass Avocados,,,1,,,0
week_33_page_4,Norwegian Steelhead Trout,,5 oz,1,,,0
week_34_page_1,Organic Blueberries,,Half Pint,1,4.99,0.5,1
week_34_page_1,Ground Round,,,1,,,0
week_34_page_1,Fresh Hop,,,1,,,0
week_34_page_1,Strawberries,,,1,,,0
week_34_page_1,Organic Broccoli,,,1,,,1
week_34_page_1,Hass Avocados,,,1,,,0
week_34_page_1,Grass Fed Whey Powder,,,1,,,0
week_34_page_1,Fresh Hop,,,1,,,0
week_34_page_1,Blackened Chicken Salad,,,1,,,0
week_34_page_1,Hass Avocados,,,1,,,0
week_34_page_1,Strawberries,,,1,,,0
week_34_page_2,Frozen Vegetables,,Fr oz,1,,0.2,0
week_34_page_2,Organic Free Range Large Brown Eggs,3.99,D oz,1,1.4,0.26,1
week_34_page_2,Natural Calm Magnesium Support,3.5,32 oz,1,2.38,,0
week_34_page_2,Organic Yogurt,,5.3-6 oz,1,,,1
week_34_page_2,Greek Salad,,24 oz,1,,,0
